サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
ホテルクライトン江坂,0,1,対象：男女,92,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
岡山空港温泉レスパール藤ヶ鳴,0,6,対象：男女,90,20,65,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
極楽温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
踊り子温泉会館,0,2,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
東急スポーツオアシス江坂24Plus|24時間営業ジム,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
わかさぎ温泉笠置いこいの館,0,4,対象：男女,88,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
渋谷区立 河津さくらの里しぶや,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ヒルホテル サンピア伊賀 芭蕉の湯,4,21,対象：男女,88,15,50,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
愛らんどセンター御神火温泉,8,7,対象：男女,90,18,90,-,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
癒しの里 伊賀の湯,3,68,対象：男女,90,18,86,18,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
温泉七福,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
伊豆 今井浜温泉 今井荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
たかみや湯の森,2,3,対象：男女,91,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
天然温泉 満月,20,67,対象：男女,89,16,92,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
三宝湯,1,1,対象：男女,110,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
コナミスポーツクラブ東加古川,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
レイクフォレストリゾート,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
豊南温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
日の本湯,2,7,対象：男女,80,19,80,19,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
新町温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ上新庄,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大一温泉,0,1,男性専用,80,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
夢の公衆浴場 五色,35,157,対象：男女,98,15,96,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
畷の里温泉,2,5,対象：男女,90,19.5,86,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
みやの湯,0,3,男性専用,90,16,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
新庄温泉,0,5,対象：-,88,18,80,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ok,ng,ok
協和温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
新菊水温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
皆様温泉,1,1,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
芦乃湯会館,1,11,対象：男女,110,18,-,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
双葉温泉,3,10,対象：男女,82,19,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
サウナピア,50,86,男性専用,105,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
淀川温泉,1,2,対象：男女,94,16,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
コナミスポーツクラブ古川橋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ふくずみ温泉,1,2,対象：男女,100,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
常盤温泉,1,3,男性専用,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
赤穂パークホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
青山温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
田原温泉5000年風呂,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
【閉店】名月温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
稲葉湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
メガロス浜松市野,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
磐田グランドホテル 天神の湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ナショナル温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
桃太郎温泉一湯館,1,3,対象：男女,90,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
浜松温泉 喜多の湯,3,58,対象：男女,86,16.4,-,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
コナミスポーツクラブ新大阪,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
さがら子生れ温泉会館,7,32,対象：男女,90,20,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
皆様温泉,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
すずらんの湯,8,2,対象：男女,?,?,95,18,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
七松温泉,0,0,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
コミカ温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ守口,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
天然温泉けやきの湯ドーミーイン津,1,2,男性専用,93,16,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
南知多観光ホテル大新,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
和合の湯,12,103,対象：男女,90,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
ひなたの湯,32,39,対象：男女,84,17,85,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
大和温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
神崎温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯あそびひろば森温泉,6,36,対象：男女,80,16.9,90,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
浜田温泉 甲子園旭泉の湯,3,8,対象：男女,83,18,75,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
新小春温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
みよし湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大宮温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
絶景露天風呂の宿 銀波荘,0,1,対象：男女,78,22,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
銀座温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
清滝温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
梅月温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
神田温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯あそびひろば 3・8ハウス 尼崎中央温泉,1,0,対象：男女,75,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
竹仙湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
芸北オークガーデン,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
宝湯,4,13,対象：男女,?,?,89,18,-,-,-,-,-,ng,ng,ng,ng,ok,-,-
コナミスポーツクラブ本山南,0,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
東洋温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
海栄館 鯱亭,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
幸湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
東急スポーツオアシス住吉店|フィットネスクラブ・ジム,0,0,対象：-,60,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
春日湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
関西サウナ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯快のゆ 門真店,3,16,対象：男女,90,17.5,95,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
ゆららの湯 押熊店,1,6,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
大和温泉,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ゆ～もあらんど福栄,4,3,対象：男女,92,18,92,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
八丁温泉,1,1,男性専用,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
おとめ塚温泉,4,10,対象：男女,92,17.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
ことぶき整骨院,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
灘温泉水道筋店,16,16,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
梅の郷月ヶ瀬温泉,0,1,対象：男女,88,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
灘温泉 六甲道店,5,8,対象：男女,90,20,90,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
第二栄温泉・photoゆ,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
天六温泉,7,4,対象：男女,82.5,17,92,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
大内温泉,1,2,対象：男女,87,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
パレス温泉,1,1,対象：男女,82,17,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
戎湯,1,5,対象：男女,88,18,80,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
水晶湯,0,0,対象：男女,?,?,-,25,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
コナミスポーツクラブ学園前,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
しあわせの村,2,2,対象：-,86,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
扇温泉,3,16,対象：男女,85,18,?,?,ng,ok,ng,ng,ok,ng,-,-,-,-,-,ng
葉村温泉,6,10,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
楽天地温泉,14,21,対象：男女,101,20,98,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
浜名湖ロイヤルホテル,0,1,対象：男女,80,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
観音温泉 プリンシプル,0,1,対象：男女,83,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
寿温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
クラブ温泉,1,3,対象：男女,72,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
灘浜ガーデンバーデン,1,3,対象：男女,94,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
東急スポーツオアシス住道24Plus|24時間営業ジム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
稲荷山健康センター,8,12,女性専用,96,18.5,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
大東洋レディススパ,38,25,女性専用,-,24,88,17,ng,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng
山水温泉,1,1,対象：男女,80,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
阪奈カントリークラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
銭湯朝日湯,1,1,対象：男女,96,21.5,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
菊の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
宮方温泉,1,1,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ニュージャパン 梅田店,165,232,男性専用,82,14.1,70,18,ok,ng,ng,ok,ok,ok,-,-,-,-,-,-
ゆーでるらんど,1,3,対象：-,100,17,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
生駒山麓公園ふれあいセンター,0,0,対象：男女,80,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
帝国ホテル大阪,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
パール新温泉,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
紅梅温泉,7,15,対象：男女,92,19,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
ヒルトン大阪,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
神戸クアハウス,143,209,対象：男女,98,20.4,70,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
ユートピア白玉温泉,17,31,対象：男女,90,16,74,16,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
ジョイフル銭湯にしき,2,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
二宮温泉,8,6,対象：男女,95,18,-,-,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
東急スポーツオアシス梅田店|フィットネスクラブ・ジム,0,0,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
湯迫温泉 健康村/白雲閣,0,2,対象：男女,86,18,95,26,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
テフ,9,5,女性専用,?,?,80,14,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
ホテル阪神,50,96,対象：男女,87,14,85,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
堂島川温泉天神の湯ドーミーイン梅田東,2,16,対象：男女,92,17,90,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
コナミスポーツクラブ京橋,0,0,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
光信寺の湯 ゆっくら,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯～モアリゾート 太山寺温泉なでしこの湯,2,5,対象：男女,90,24,40,24,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
コナミスポーツクラブ生駒,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ホテルモントレ ラ・スール大阪 スパ･トリニテ,14,16,対象：男女,92,16,92,16,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
コナミスポーツクラブ三宮,0,1,対象：男女,91,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
宝栄湯,1,0,対象：-,92,21,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
神戸レディススパ,45,40,女性専用,?,?,85,18,-,-,-,-,-,ok,ng,ng,ok,ok,ng,-
神戸サウナ&スパ,286,791,男性専用,110,11.7,102,17,ok,ng,ok,ok,ok,ok,-,-,-,-,-,-
八坂温泉,2,4,対象：-,94,18,?,?,ng,ok,ng,ok,ng,ng,-,-,-,-,-,-
RAKU SPA Cafe 浜松,3,10,対象：男女,90,16.5,90,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
七福温泉,0,1,男性専用,91,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
東急スポーツオアシス三宮店|フィットネスクラブ・ジム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
新朝日温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大黒湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
新宮温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ北浜,1,7,男性専用,86,17.6,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
不動の湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
リラクゼーション「癒しの間」 箕輪の里,1,8,対象：男女,90,20,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
庚申湯,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
奈良ロイヤルホテル ラ・ロイヤル・スパ,5,12,対象：男女,90,20,92,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
つかさ湯,0,2,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
湯元花乃井,26,45,対象：男女,87,16,85,17,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
芦原温泉,1,1,対象：男女,101,17.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
神戸ポートタワーホテル なごみの湯宿,1,3,対象：男女,92,22.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
サントピア岡山総社,0,5,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
猪の倉温泉 しらさぎ苑,0,2,対象：男女,98,25,98,25,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
風の湯 新石切店,2,5,対象：男女,90,18,95,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
大福湯,2,1,対象：男女,-,-,-,-,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
上方温泉 一休,5,26,対象：-,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
神戸ヘルシークラブ,0,0,男性専用,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
華の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
東急スポーツオアシス もりのみやキューズモール店,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ神戸,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ明石大久保,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
小松温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
全身ほぐし整処 ゆるり 極楽湯東大阪店,1,9,対象：男女,?,?,82,16.3,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
ゆぇーぶ・なぐら,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
多満津の里,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
生駒温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ユーバスロイヤル高井田店,3,8,対象：男女,90,19,88,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
下田ベイクロシオ,0,2,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
スナックドレミ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
Asahi カプセル&サウナ,6,9,男性専用,95,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
コナミスポーツ クラブ心斎橋,0,1,男性専用,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
福田健康福祉会館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
東急スポーツオアシス心斎橋 EAST 24Plus|フィットネスクラブ・24時間営業ジム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
清水湯,69,94,対象：男女,96,19,92,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
篠島観光ホテル大角,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
東急スポーツオアシス心斎橋 WEST 24Plus|心斎橋・四ツ橋・アメ村の24時間営業ジム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
平和温泉,0,1,男性専用,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
パレス温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ今里,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
人工温泉八幡の湯 ドーミーイン心斎橋,0,4,男性専用,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
ドーミーインPREMIUMなんば,3,5,対象：男女,95,15,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
ほてい湯,20,46,対象：男女,96,16,92,19,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
サウナあかし,15,11,男性専用,80,18,85,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
上対馬温泉渚の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
柚耶の里,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
【閉店】ニュージャパン スパプラザ,99,209,男性専用,80,13,80,22,ok,ok,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
第二寿湯,0,1,対象：男女,80,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
【閉店】ニュージャパンレディスサウナ,11,41,女性専用,?,?,95,18,-,-,-,-,-,ok,ng,ng,ok,ok,ng,-
天然温泉 花風の湯 御宿 野乃 なんば,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ヘルシー温泉桜川,10,27,対象：男女,80,16,82,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
ぽんぽこ温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
千福温泉(休業中),0,0,対象：男女,?,?,75,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
サウナ&カプセル アムザ,113,305,男性専用,90,17,78,28,ok,ok,ng,ok,ok,ng,-,-,-,-,-,-
サウナ&カプセル ハリウッド 駅前店,11,32,男性専用,94,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
生駒湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
錦水湯,3,6,対象：男女,90,16,82,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
【閉店】辰巳湯,1,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
八戸ノ里温泉,0,1,対象：男女,?,?,80,17,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
三光湯,13,2,対象：男女,122,15.5,102,19.4,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng,ng
ヘルシー温泉タテバ,97,110,対象：男女,106,14,95,16,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
花園温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
金比羅温泉,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテルリバーサイド,1,1,男性専用,86,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
錦湯,2,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
戎湯,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ岡山,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大正湯,1,1,対象：男女,92,19,80,18,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng
宝徳湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
金殿ドーム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
末廣温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
三香湯,1,1,対象：男女,105,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
極楽温泉,6,11,対象：男女,82,18,90,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
入船温泉,2,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
一志温泉 やすらぎの湯,1,1,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ニュー清滝温泉,1,1,男性専用,80,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
エンゼル温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
静岡カントリー浜岡コース&ホテル,0,6,男性専用,94,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
励明園,2,3,対象：男女,80,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
扇湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
菊水温泉,0,1,対象：男女,95,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ラジウム温泉,2,7,対象：男女,60,15,-,18.8,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
美肌温泉 あぐろの湯,0,1,対象：-,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
出世湯,7,19,対象：男女,100,18,96,17,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
しおさい竜洋,0,0,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
矢柄温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
長瀬共同浴場わかば温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
スパワールド 世界の大温泉,43,68,対象：男女,90,25,96,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉 こうわの湯,4,10,対象：男女,90,20,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
下賀茂温泉 銀の湯会館,0,6,対象：男女,88,24,70,21,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
音の花温泉,6,5,対象：男女,100,15,83,17,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
永盛温泉,0,1,男性専用,82,23,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
ゆうゆうらんど紀の国,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
歌舞伎温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
